pet_mbti,trainer_mbti,mbti_score,activity_match,experience,total_score
ENTP,ENFP,0.8519908110825902,10,10,95.0
ENTJ,ISTP,0.8683095208484608,0,7,95.0
INFP,INTP,0.6648622785875082,0,10,95.0
ESTJ,ISTP,0.65905496408934,-5,7,90.4627180566868
ISFP,ISFP,0.8686149396875642,10,8,95.0
ISFJ,ESTP,0.8298865451320434,-5,10,95.0
ISFJ,INFJ,0.5298582853194819,10,10,95.0
ENFP,ESTP,0.8306977972938822,-5,6,95.0
INFJ,ENFJ,0.7670034265946027,-5,8,95.0
ISFJ,ENTP,0.7469700683741123,-5,6,95.0
ENTP,ENTJ,0.7567757571408631,-5,4,89.43835571636247
ESTP,ESFJ,0.6398532140039193,-5,6,75.41627978663026
ESFJ,INTP,0.569519661688436,10,7,95.0
INTP,ESTP,0.5318460002225868,-5,9,87.09678302679424
ISTP,ENTP,0.811512384524981,10,1,95.0
ENTP,ENTJ,0.5878077477782593,-5,8,83.0077395332156
ENFJ,INFJ,0.7638255707415023,10,10,95.0
ISTJ,ISTJ,0.6514389409130905,-5,4,83.02701199084319
ENTP,ESFP,0.8130776644573081,5,2,95.0
ISFP,INFJ,0.7322395497148835,-5,8,95.0
INFJ,INTJ,0.8266148342248218,5,8,95.0
ENFP,ESTP,0.8775045866143157,5,7,95.0
ESTJ,ENTP,0.5201951330345957,-5,5,72.66256779608182
ISTJ,ESTP,0.7917225836508521,5,7,95.0
ISTJ,INFP,0.6985535784957512,10,5,95.0
ENFJ,ISFP,0.6467427100875699,0,3,82.91364144648931
ISFJ,ENFJ,0.5187384194199687,5,1,76.70755309819377
ENFJ,INTJ,0.7913533987323553,-5,8,95.0
ESTP,ESFJ,0.8851648015622162,0,9,95.0
ISFJ,ISFJ,0.7420983916929823,10,3,95.0
ESTP,ESTP,0.8456403325574611,10,6,95.0
ENFJ,INFP,0.5504792813893322,0,1,65.29024421021148
ISFJ,ESTJ,0.7406766779921589,5,8,95.0
INFP,ESFP,0.5355060428625502,0,9,86.26479849679265
INFP,ESFP,0.704760778754061,0,5,95.0
INFJ,ISTJ,0.6735121887157239,0,1,79.94133333293388
ESTJ,ESTP,0.5016273443067185,10,4,89.90243419250494
ENFJ,INTP,0.8029226989555986,10,3,95.0
INFJ,ESFJ,0.8038847572596938,10,4,95.0
ESTP,ENTJ,0.6808791441176333,0,1,78.55991510878536
INTJ,ISFJ,0.8521466484492624,0,10,95.0
ISTP,ENTJ,0.8330344081782446,10,6,95.0
INTJ,ENTP,0.8805006241116566,5,1,95.0
ESFP,ESFP,0.8728094344532615,-5,2,95.0
ENTJ,ISTJ,0.7563936440628253,10,5,95.0
ISTP,ESTP,0.8718982131795427,5,4,95.0
ISFJ,ENFP,0.7717038329058692,5,5,95.0
ESTP,ISFJ,0.6623909785870405,10,8,95.0
INFP,ENFJ,0.8402062391922538,0,4,95.0
ESFP,ESFJ,0.514619743588711,-5,9,78.08323175460436
ENFP,ESTP,0.5859005052194597,5,6,95.0
INTJ,INTJ,0.7753115209107142,5,4,95.0
ENFJ,ISTJ,0.5861159612420497,-5,3,67.39471322599596
INFP,INTP,0.5041748273286977,10,6,83.02097713774953
ESFP,INFJ,0.7972133841039986,0,9,95.0
ISTP,ESFP,0.6760576680046718,0,2,87.08237631788062
ISFP,ENTJ,0.6603947668159789,10,5,95.0
ESTP,ENTJ,0.6281953962289178,0,2,75.01516654353986
INTJ,ISFP,0.7103185384948142,10,9,95.0
ESFJ,ISFJ,0.8049833761795886,0,2,95.0
ESTP,ENFJ,0.8152167970218702,10,4,95.0
ENFP,ISFP,0.8570391713897396,0,10,95.0
INTP,ENTP,0.870145768196384,10,3,95.0
ISTJ,INTJ,0.6070717143594574,10,9,95.0
ISTP,ENTP,0.5502451323530144,10,6,95.0
ESTJ,ENTJ,0.8521488652543352,10,4,95.0
INFP,INFP,0.6436649286487746,0,10,95.0
ESTJ,ENTP,0.7927465028703744,-5,6,95.0
INTP,ISFP,0.8398768649038391,10,7,95.0
INFJ,INTP,0.8084060721104912,-5,10,95.0
INFJ,ESFJ,0.7718223502126302,5,6,95.0
ISFP,INFP,0.5342164350275359,-5,5,64.67770308828855
ENFJ,ISTJ,0.6447494122632362,0,3,84.27047870936686
ESFJ,ESFP,0.5069825738005582,0,2,56.84519527092278
ISFP,INFJ,0.8397035618486202,5,10,95.0
ENFJ,ESTP,0.7495732859751317,-5,2,85.41147006913806
INFJ,ESFJ,0.6764996826596434,5,3,91.8090261124829
ENTP,ESFP,0.5987240048226398,5,2,87.4562529211373
ENFJ,ESTJ,0.8407908682955497,0,8,95.0
ESFP,ENFP,0.882545695229993,5,10,95.0
INTP,ISTJ,0.8436280873736874,-5,1,78.53224924055901
INFP,ESFJ,0.5043302048965654,10,7,95.0
ISTP,ENTP,0.832749651658317,0,9,95.0
ISTP,INFP,0.6040808854950867,-5,6,92.57273653655851
ENTP,ENFJ,0.8344816470837435,10,9,95.0
INTP,ISTP,0.6630198781188228,5,6,95.0
ENTP,ESFJ,0.6358730567134827,-5,5,73.80316964318243
ESTJ,ISFJ,0.501109484164359,-5,10,85.70422775562635
ISFP,INFP,0.8956094159280699,10,6,95.0
ISFP,ENFP,0.7108390853391233,-5,6,85.29819661450641
INFJ,ESTJ,0.5207522996595805,-5,8,75.44315638523537
ISFP,ESFJ,0.713828502979237,-5,1,70.81382589988183
INTJ,INFJ,0.8363766616024784,-5,10,95.0
ENFJ,ESTJ,0.661376487061841,5,1,95.0
ESTJ,INTP,0.7160042628095432,10,10,95.0
ISTJ,ISFP,0.6976147801739119,-5,1,71.61757541795359
ISTP,ENTJ,0.7104366612227211,0,5,95.0
ESTP,ESTP,0.7503825800037609,5,4,95.0
ENTJ,ENTJ,0.7579672572568996,5,8,95.0
INFJ,INFJ,0.5722907891857142,-5,1,51.391074046757495
ISTJ,ESFP,0.7239169596022466,5,5,95.0
ESFP,ESTP,0.7158275110806581,10,5,95.0
INTP,ENTJ,0.7398937117260929,10,8,95.0
ENFP,ISFJ,0.5779494030559492,-5,4,71.86409932829321
ESFP,INFJ,0.8270479768646213,0,7,95.0
INTJ,INTP,0.6561019880301666,10,4,95.0
ISFP,INFP,0.6731478236554107,10,7,95.0
ESFP,ESFJ,0.5662579904842322,10,6,95.0
ENFP,ESTP,0.5582964522663129,5,10,95.0
ENTJ,ENFP,0.7911682173025045,-5,8,95.0
ENFJ,ENFP,0.708262849132186,10,6,95.0
ENTJ,INFP,0.580202367700841,0,10,95.0
ENTJ,ISTP,0.5047866895404571,5,6,91.53774268189623
ESTP,INFP,0.8304360279255674,10,7,95.0
INTP,ESFJ,0.5856123619800367,5,2,71.08129192886726
ESFJ,INTJ,0.7351076736693245,5,5,95.0
ENFP,INTP,0.7550811411857092,5,10,95.0
INTP,ESFJ,0.6801487397482928,0,3,91.56080712094658
INFJ,ESTP,0.6453786552750602,5,2,89.43368003295842
ISTJ,ENTP,0.7044985131868859,10,3,95.0
ENTP,INTP,0.6290438957087602,5,4,95.0
ESFJ,ENFP,0.5881928870829796,-5,2,73.48233550007916
INFP,ENTJ,0.7017119014269286,5,3,95.0
ISTJ,ESTP,0.8501004663002343,-5,8,95.0
ESFJ,ENTJ,0.7553840324791046,0,2,93.91606293610992
ESFJ,ENTP,0.5120638738032914,5,8,95.0
ISFP,ISFJ,0.5840073673861319,-5,2,49.71556148858319
INTP,ENTP,0.7463549029005029,10,7,95.0
INTP,ESFP,0.6572117458690987,10,6,95.0
ESFP,ESFP,0.7266293552156857,0,3,91.2104007655666
ENTP,ESFP,0.7508535449444831,5,5,95.0
ENFP,INTP,0.6642967861682675,5,6,95.0
ENTP,ISTJ,0.6137114543595714,0,3,85.07322635667599
INFJ,INTJ,0.7506264889870509,-5,5,95.0
ENTJ,INTJ,0.6116662830306203,5,3,89.58508420011962
ENFP,ENTJ,0.5915545053703393,0,9,95.0
ISTJ,ESFP,0.5712692758408923,5,9,95.0
INTJ,ISFJ,0.7734130886236044,-5,8,95.0
ENTJ,ESFP,0.8090338305189602,10,4,95.0
ESTJ,INFJ,0.7531016364017394,0,5,94.93705073983784
ESTJ,INFJ,0.5465699435887742,-5,2,73.15718908912945
ESFP,ISTP,0.8649227906050058,10,9,95.0
ENTP,ENFP,0.5820559252869398,0,1,69.09895564691519
ISFP,ENFJ,0.713913361763811,0,1,77.54784586480845
INTP,ESTP,0.7272503593932563,0,3,95.0
ISFP,ISTP,0.6401740976039211,0,1,66.07128330517956
ISFJ,ESFP,0.8712363891776842,10,8,95.0
ESFJ,ISFP,0.6632211878531538,-5,4,83.9985645998088
ENTJ,ESTJ,0.6825830167885752,10,7,95.0
ENTJ,ENTP,0.7691705006998009,0,8,95.0
ESFJ,ESTJ,0.8092834982240138,10,8,95.0
ENFP,INFJ,0.8524238693104067,5,6,95.0
ESTJ,ISFJ,0.8266582704379437,0,10,95.0
ENTP,ESFJ,0.5109625628852882,5,2,69.11889800410557
ESFP,ENTP,0.8122363336650011,0,9,95.0
ISFJ,ESTJ,0.5272078476438206,5,10,95.0
ENTP,ESFJ,0.8877537019076858,0,9,95.0
ENTJ,INFP,0.5157991450021235,10,5,92.05148478168698
ENTP,INFP,0.7544257524554676,10,10,95.0
INTP,ENTJ,0.8514302735370953,0,7,95.0
ISFJ,ISFJ,0.8487370736184285,0,10,95.0
INTJ,ISFP,0.6975639925271879,-5,8,93.2870282594651
ENFP,ISTP,0.8798407950215745,-5,3,95.0
INTJ,ESFP,0.5307712885262932,0,9,90.23203230968566
INTP,INFJ,0.7107090791796467,0,1,89.25107293631561
ENFP,ENFJ,0.78195879801569,0,2,95.0
INFP,INTP,0.5737524855653561,-5,9,87.92579124173211
ISFJ,INTJ,0.5438195664059619,10,7,95.0
INFP,ESFP,0.8093425756591144,0,7,95.0
ENFJ,ESTJ,0.7171434495182902,-5,2,76.68722903112636
ENFP,INFP,0.7389624684022722,10,7,95.0
ENTJ,ENTP,0.6247405439021531,5,5,95.0
ESTP,INTP,0.5295057895163081,0,8,89.26055357902516
INFP,ISTP,0.6006928056586357,0,1,82.93755620154103
ESFP,ISTJ,0.8892062116806443,-5,9,95.0
ENTP,ISTJ,0.5915886361367496,0,8,95.0
ESTJ,ISTJ,0.7365478164309831,10,6,95.0
ESFJ,ESFJ,0.7905579676235988,5,2,95.0
INTJ,ENTP,0.5625844066459078,-5,1,56.57187674564264
ISFP,ESTJ,0.7370701570254965,-5,3,76.65403025758035
ISTJ,INTJ,0.8480504824701236,0,4,95.0
ISFP,ENTP,0.5305190996287077,-5,3,62.25834053852377
ENFJ,ENTJ,0.8258206815921629,-5,10,95.0
INTP,ESTP,0.5718360399620359,5,9,95.0
ISTJ,ISFP,0.6780954486228595,-5,3,73.52440400542223
ISFJ,ESTJ,0.5341296487421687,5,7,88.76532675249025
ISTJ,INFJ,0.6395309029868497,0,2,70.6742395395712
INFJ,INTP,0.8484899211847641,5,8,95.0
ENTJ,ENFJ,0.6968334825769532,10,2,95.0
ESFP,ISFP,0.8989270448940851,-5,10,95.0
ESTP,ESFP,0.8198475667256382,-5,1,88.58957982133326
ISTJ,INFJ,0.5030008280241032,10,7,95.0
ISTJ,ESFP,0.674281847950601,0,5,94.72350077725855
ENTP,INFJ,0.7931084651926109,-5,6,95.0
ENTJ,ESTJ,0.6949896344352751,10,4,95.0
INTP,ENTP,0.6210727770573466,-5,5,70.97513094494239
ESTJ,ESFP,0.5003672004097949,0,8,85.70737496056694
ISFJ,ESFJ,0.6056925463553426,5,3,95.0
ENFJ,INFJ,0.5723783506783078,0,10,95.0
ISTJ,ESFP,0.8115506339546006,-5,5,95.0
INFJ,ISFJ,0.8021052247951885,5,8,95.0
ENFP,ENFP,0.6888267366858513,10,7,95.0
INTP,ENTP,0.8224188311172989,10,1,95.0
ISFJ,ENTP,0.6972250292782675,5,3,95.0
ENFJ,ENTJ,0.652015498159242,-5,10,95.0
ENFJ,ENFP,0.746387816211448,5,2,95.0
ISTJ,INTJ,0.662742306179593,-5,9,95.0
ENTP,ENTP,0.8374946413267477,5,1,95.0
ENTP,ESFJ,0.6346160148068882,10,4,95.0
ESTP,ESFP,0.7764709474311989,5,10,95.0
ESTJ,INFP,0.7535341871262385,-5,3,84.10314023096285
ESTP,INTJ,0.6721922831385191,-5,5,87.7152112944056
ISTP,INFJ,0.7604793505003538,5,9,95.0
ISFP,INTJ,0.579437154493375,10,5,95.0
INFP,ISTP,0.7584220107369131,0,3,90.23754574438624
ESTP,ENFP,0.8610383328625177,10,6,95.0
INTP,INFP,0.8377037845838748,10,4,95.0
ESFJ,ISFJ,0.8236700515087183,5,1,95.0
ESFJ,INTJ,0.6976743000803813,5,7,95.0
INFJ,INTJ,0.7178359554151525,-5,3,85.17664909584398
ENTJ,ENTJ,0.7251584146049052,-5,7,93.48626017452686
ISTP,ENTP,0.6444872511714914,5,3,95.0
ISFJ,ISFP,0.5274417402371413,5,8,95.0
ENFJ,INFP,0.5718990164033327,0,5,72.43907229577722
INFP,ESTJ,0.8519888611885739,0,1,95.0
ENFP,ESFP,0.8691526712630945,5,7,95.0
ENFJ,INFP,0.6443980074088558,10,6,95.0
ISTJ,ENFJ,0.8531556240141243,-5,8,95.0
ESFP,INTJ,0.5474612145095599,5,4,93.80357062083824
ISTP,INTP,0.8541310377136041,5,1,95.0
ESFP,INTP,0.7307395918518045,0,3,90.03153677477584
ESTJ,ESFP,0.543672733097155,-5,7,80.1448279685747
ESTP,INTJ,0.7256267503668512,5,9,95.0
INFJ,ISFJ,0.6072176978314674,5,3,92.09743304889915
ISFJ,ENTP,0.7847087261527739,5,3,95.0
ENTJ,ISTP,0.6647247779005054,5,5,95.0
ISTJ,INTJ,0.5918362030122923,-5,6,76.72147214892055
ESTP,ESTP,0.8218612233149032,5,6,95.0
INFJ,ENFJ,0.6174018791471372,-5,7,84.3499224801831
ISTJ,INFP,0.6575165324379229,10,7,95.0
ENFJ,ISTP,0.8127524006953577,10,9,95.0
ENFP,ISFJ,0.7108226545532372,5,5,95.0
ENFP,INTJ,0.7103161470711146,-5,1,70.79821150775683
ENFP,ESFJ,0.7614000675379544,5,8,95.0
ISTJ,ENTJ,0.6396858979010478,-5,5,94.12718034240517
ISFP,ENTP,0.8486875193828466,5,1,95.0
ISTP,ESTJ,0.6438864018127011,-5,7,84.67685685545
ENFP,ESTJ,0.7123275865150132,-5,8,88.95818561583697
ENTP,ESFP,0.7731056068762956,0,2,95.0
INFP,ESFP,0.6614170939544577,-5,3,79.61617879818552
INFJ,ESFJ,0.7558796317036619,0,1,88.67433572589016
ENTJ,ISTP,0.8628514874194563,0,4,95.0
ESFP,INFP,0.5337485068480446,10,1,88.58790959553421
INFJ,INFJ,0.8807989914763903,0,4,95.0
ESFJ,ENTJ,0.7082446074655545,0,5,95.0
INFP,INFP,0.5048784872713973,0,6,81.18349499015035
INFJ,ESFJ,0.6489514255426716,10,5,95.0
ENTP,ENTJ,0.6457901107049266,-5,1,65.96801210907516
ESTJ,ISTP,0.7031036519290751,5,8,95.0
ENTJ,ISTP,0.8022894317901107,10,8,95.0
INTP,INTP,0.7155395348882304,10,1,95.0
ISFP,ENTJ,0.6716514916840393,-5,7,92.61044122102558
ENTJ,ESTP,0.8916453531781607,5,7,95.0
ISTP,ENFP,0.7578050261606886,10,6,95.0
INFP,ESFJ,0.5390357551512202,0,4,79.77871625191571
ENTP,ESFP,0.6311912646822522,10,10,95.0
INTJ,ENFJ,0.6182695741615006,0,4,92.33007034071363
ESTP,ISFP,0.5133796865346938,5,3,86.56793427207907
INFJ,ISTP,0.6238048180421527,5,1,77.77025671669138
ENFJ,INTJ,0.5113606968933205,0,7,83.55134187896829
ENTJ,ESTJ,0.8278970851065626,0,5,95.0
ENFP,ISFP,0.6979877449363319,-5,1,73.55747539695587
INTJ,ENTP,0.8854018021587355,0,8,95.0
ISFJ,ESFP,0.515603084404632,0,10,95.0
ESTJ,ENTP,0.5137193692818914,-5,8,75.43680636323091
INFJ,ENFJ,0.5918482808312672,0,6,93.33160474320985
ISFJ,ENFP,0.759805385870588,10,6,95.0
ENFP,ENTP,0.6897493006117741,10,8,95.0
ESTJ,ISFJ,0.7350060472290606,10,5,95.0
ENTP,ISFJ,0.5669065722392164,0,6,89.64410829894057
INFJ,ISTP,0.7086660255356991,10,3,88.83733608827224
ISTJ,ISTJ,0.781775293281123,-5,6,95.0
ENFJ,ENTJ,0.5197851432416706,10,7,95.0
INTJ,ESTJ,0.6181855133287555,-5,3,68.49630429766584
ENFP,ESFP,0.6665817714901803,-5,2,77.47077882037011
ISFP,ESFP,0.5047905961054937,5,10,95.0
ISFJ,ESFJ,0.5350233132506602,-5,9,92.1134599587119
INTJ,ISFP,0.732343196252192,0,6,95.0
ISFJ,INTP,0.574084736828443,0,3,76.86075146646562
ISTP,INFJ,0.6338618190201104,5,3,86.18283932043948
ISFJ,INFP,0.6464935663459658,-5,7,93.72547260170938
ENTJ,ENTJ,0.6806832865756016,5,2,95.0
ENFJ,INFJ,0.8226461247252719,-5,7,95.0
INFJ,INFJ,0.7910250664542378,5,1,95.0
ISTP,ISTP,0.8520685752064989,0,8,95.0
INFJ,ESFP,0.6858916960468671,5,5,95.0
INFP,ISTJ,0.8045230419878413,0,6,95.0
ISFP,ESTJ,0.5605382148238742,5,2,67.15353725788617
ESTP,ENFJ,0.8225368767936425,10,8,95.0
ISFJ,INTP,0.8637957502733934,5,5,95.0
ENTJ,INFJ,0.6814715646684059,0,6,95.0
INTJ,ISTJ,0.8424461133220327,0,3,95.0
ESTJ,ISFJ,0.560442180628803,10,1,91.36657211827425
ENFJ,ENFJ,0.8661322091567911,-5,3,95.0
ENTP,ENFP,0.8001391705539541,10,7,95.0
ESTJ,INTJ,0.8604789336990051,10,2,95.0
ENTJ,ENTJ,0.5516381236466359,5,4,91.60560773258725
ESTP,ISTJ,0.7110614593990043,5,7,95.0
ESFJ,ESFP,0.7127104164454386,-5,1,76.91476226873301
ESFP,ESFJ,0.7551512884245949,5,4,95.0
ISTJ,ISTJ,0.8153866946127619,5,9,95.0
ESFP,INFP,0.7464510628331665,-5,2,78.7271760521006
ISTP,ISTP,0.584208515058579,-5,2,65.10056133776841
ESFJ,ISFP,0.6943669490715381,5,6,95.0
ISFP,ISTP,0.6457372910320547,-5,5,88.18286523659413
ISFP,ISTJ,0.6652407859189811,-5,8,95.0
ISTJ,ISTJ,0.7349686550751129,-5,4,91.21622370315258
INTP,ESTJ,0.5900875054131988,-5,6,75.35863788433069
ISFJ,INTP,0.5036291879196049,-5,2,54.894709502067094
INFP,ENTJ,0.5017516754344027,10,3,84.37647663203461
ENTJ,ENFJ,0.7864427491352642,0,3,95.0
INFP,ENTP,0.7729382451015487,0,10,95.0
ENFJ,INTP,0.7992310959962878,5,1,95.0
INFJ,ISTP,0.5500644915737177,10,6,95.0
ISFJ,INTJ,0.5354908446037075,-5,8,85.23759773184366
ISTJ,ESTP,0.8939589143791927,10,3,95.0
ENFP,ESFP,0.6783245772479363,10,10,95.0
ESTJ,INTJ,0.8102134805298724,10,4,95.0
ENTJ,ENFJ,0.6265037785750218,0,5,89.48758070184054
ESFJ,ENTJ,0.5159541066431296,0,1,57.07195658453381
ESFP,ENFJ,0.6296286920139339,0,1,71.05772124600527
ISFJ,ENTJ,0.7857955544018451,-5,8,95.0
ISTP,ENTP,0.6015457861975985,5,8,95.0
INTP,ESFJ,0.850281873398131,0,3,95.0
ENTP,ENFP,0.6624567660694407,5,2,90.41670010321448
ESFP,ISTP,0.8722300774028477,5,9,95.0
ENFP,INTJ,0.5021541118387384,10,5,95.0
INTJ,ENTP,0.7860364022121242,-5,8,95.0
INTJ,INFJ,0.8459668127534625,-5,5,95.0
ENTJ,INFP,0.7803078978270643,5,7,95.0
ISFJ,ISFJ,0.7303597992784859,5,4,95.0
ESTJ,ENFJ,0.6559101719303907,0,7,95.0
ESTP,ISFJ,0.7656222999317641,-5,9,95.0
ESFP,ENFP,0.6596338642682791,0,9,95.0
INFJ,ENTP,0.5725577219641278,5,4,94.64347695556732
ESFP,ESFJ,0.7038787272582805,0,3,92.86016915437615
ENFJ,INTJ,0.5996031873961561,10,6,95.0
ENFJ,ENTP,0.8399183364190514,-5,2,95.0
ENFJ,ISTJ,0.8276268754285707,-5,10,95.0
ESTJ,INTJ,0.6513266367714432,5,7,95.0
ESFP,ENTP,0.6518321531186766,10,8,95.0
ENFP,INFJ,0.6135734649875342,-5,10,95.0
ISTP,ESTJ,0.6696125219382686,0,7,95.0
ISFJ,ISFJ,0.6490994479229404,10,9,95.0
ESTP,INFP,0.7183880420261767,10,2,95.0
ENTJ,ESFJ,0.5948970097085047,10,5,95.0
ENFJ,INFP,0.572296124487302,10,6,95.0
ESFP,ISFJ,0.646562544698739,5,7,95.0
INFJ,ESTJ,0.6933857304222317,5,4,91.48528131193208
ESTP,ENTJ,0.8632152249441997,10,9,95.0
ESFP,ESTP,0.685089198370219,0,5,95.0
ENTJ,INTP,0.8779748193075907,5,6,95.0
INFJ,ENFJ,0.7822051810809892,5,1,95.0
ESFJ,ISTJ,0.6161344225291162,0,3,70.71807569601792
INTJ,ENTJ,0.6065163122166779,0,5,95.0
INTJ,INTJ,0.7714243004560385,-5,5,87.15510275775745
INTP,ISFJ,0.8183261608781491,-5,6,95.0
ISTJ,ESTJ,0.7142395796813827,0,2,85.36232815681598
ENFJ,ISFJ,0.6779519055141637,-5,5,89.00265594524433
ESTJ,ENTP,0.773775708962138,-5,1,83.21666569464684
ENFJ,ESFJ,0.8024890850526023,5,3,95.0
ESFJ,ESFJ,0.7089755855213024,5,2,95.0
INFJ,ESFP,0.5424379310174432,5,3,79.36061890605137
ENTP,ESTP,0.8156751778989684,0,2,95.0
ISFJ,ESTJ,0.747076074046123,-5,6,95.0
ENTP,INFP,0.642340432676569,0,2,80.1416347752932
ISTP,INFP,0.7793220367752045,10,6,95.0
ESFP,ESFJ,0.534952795138353,10,3,86.60958480061646
ESTP,ESTJ,0.7849871722663939,-5,2,86.35542278399926
INTJ,INTJ,0.6229711888417221,5,10,95.0
ESTP,ISTJ,0.7028230027516249,5,3,95.0
INFP,INTJ,0.830968685056412,5,1,95.0
ENFJ,ESTP,0.7937079585346507,-5,6,95.0
INFJ,ISFJ,0.5056255931290143,0,7,84.26012226329738
ENFJ,ESTP,0.656889690150084,5,4,95.0
ENFP,ESFP,0.8036775758873886,0,4,95.0
ENTJ,ENFP,0.8444984446124668,5,10,95.0
ENTJ,ENTJ,0.6965624981080016,-5,4,73.69164086626381
INTP,ISTJ,0.5156642041500876,10,8,95.0
ISFJ,INTP,0.8137846400124227,0,10,95.0
ENFJ,ENFJ,0.5043821355016617,5,6,83.18094808861999
ENTJ,ISTJ,0.8631327361057611,-5,1,94.71207281623879
ESTJ,ISTJ,0.663869512933557,-5,3,75.9372318453719
ESTJ,ISFP,0.6510371591873475,10,7,95.0
ESFJ,ESTJ,0.6763687874586808,10,2,95.0
ISFJ,INTP,0.6205035281828264,0,10,95.0
ESTJ,ESFP,0.6921372460243017,-5,6,87.52377122559076
ISTJ,INTJ,0.8692026415113656,0,2,95.0
ESTP,ESFJ,0.7309682783308563,10,4,95.0
INFP,ESTJ,0.6430887470896455,-5,8,91.17926683834148
ENTJ,ENTP,0.8034245020694315,10,4,95.0
ENFP,ESFJ,0.8813024358048269,5,2,95.0
INFP,ESFP,0.5269519705138724,0,2,73.60412832227082
ESTP,ENFJ,0.8592221732835268,-5,9,95.0
INTJ,INTJ,0.777311105337073,-5,3,82.11871003456825
ENTP,ESFP,0.5233352485768812,0,1,55.92705706008224
INFJ,INTP,0.520602601819228,10,7,95.0
ISTP,INTP,0.6486942385484783,10,2,95.0
ISTP,ISTJ,0.8611624961213045,-5,1,80.32612786079031
ENFJ,ISFP,0.8716652622854238,0,7,95.0
ENFP,ESFP,0.5208978421659918,10,7,95.0
ENFP,ISTJ,0.5566244607303058,5,10,95.0
ESTJ,ISTP,0.8982135896480068,-5,6,95.0
ESTP,ENTJ,0.7448234594023045,-5,1,81.66637588814378
ENFP,ISFP,0.8689324021648072,5,4,95.0
ISFP,ENFP,0.5325082534438634,10,2,95.0
ENTP,ISTJ,0.5426420153544522,5,10,95.0
ISFP,ISFP,0.7684449128496404,10,1,95.0
ISTP,INTJ,0.5864673616583208,10,8,95.0
ENFP,ISFP,0.727151953842215,-5,5,87.90912021245073
ISTJ,INTJ,0.6349164303202055,-5,4,79.549379338961
ISFP,ESTP,0.7155512268012028,10,9,95.0
ESFJ,ISFJ,0.8490091226806116,10,8,95.0
ISTJ,ESFP,0.862209322828853,5,6,95.0
INTP,INFP,0.6489879303110621,-5,9,95.0
ISFJ,INFP,0.8684115142399766,0,3,95.0
INTP,ENFJ,0.8055370815634733,5,4,95.0
ISFP,ENTP,0.844767775016775,10,2,95.0
ENTJ,ISFP,0.7116850243096695,5,2,95.0
INFP,ESFJ,0.8291692231235475,-5,7,95.0
ESTP,INFP,0.7876757083273438,0,9,95.0
ESTJ,INFP,0.5548026294510988,10,4,95.0
ESTP,ISFP,0.7547987415436526,0,2,94.6184357312269
ISTP,INFJ,0.8340841540613642,0,10,95.0
ENTP,ENFJ,0.7530149655831335,5,10,95.0
INFP,ENFJ,0.6236663443851559,10,4,95.0
ESFP,INFP,0.6071142038116051,5,9,95.0
ENFJ,ENTJ,0.847254411129488,10,6,95.0
ENTP,INFP,0.6186238297350035,10,8,95.0
ENTP,INFP,0.5385383035996765,0,7,85.16723200421416
ESFP,ESFJ,0.6939818528062224,-5,10,95.0
ISFP,ESTP,0.8682682200104326,-5,6,95.0
ISTJ,INTP,0.6703755978757441,0,6,88.33698500405636
INTJ,ESTJ,0.573090135065061,10,9,95.0
ESFJ,ISFJ,0.6089519859420273,5,4,92.79635676514916
ISTJ,INTJ,0.8408887085596115,5,1,95.0
ISTJ,ENFP,0.601713155000654,5,10,95.0
ESTJ,ESFP,0.8172112566516403,0,4,95.0
ENFP,ISFJ,0.6460844242867525,5,5,95.0
INFJ,ENFJ,0.5532963330150369,10,9,95.0
INTJ,ESTP,0.770478607639989,0,7,95.0
ISFP,ISTP,0.6236727174627162,-5,6,76.43661722275597
ENTP,ENFJ,0.7647850792871174,0,9,95.0
ESFJ,ISTP,0.5662550939772134,10,1,88.98170376178103
ENTJ,ENFP,0.5484619277834943,-5,7,80.45766436412974
INFJ,ENTP,0.8588147638101991,5,4,95.0
ENFJ,ESFJ,0.5540351575184118,10,9,95.0
INTP,ENFJ,0.575869001523794,0,7,95.0
ENTJ,ISTJ,0.8637107658355999,10,7,95.0
ENTP,ISTP,0.5475035847578694,5,5,86.34314470733568
ESTP,INFP,0.7364566573447802,-5,3,93.19749446105412
ESFP,INTP,0.8814739690632402,10,4,95.0
ESTP,ESTP,0.5229708307370616,0,8,82.16463568753527
ENFP,ENFP,0.8483080830972223,10,4,95.0
ISTJ,ISFJ,0.8882832104274853,5,4,95.0
ISTP,ISFP,0.7761864394930502,-5,4,86.21780411044219
ISTJ,INFJ,0.7830484020868649,10,8,95.0
INFJ,ESFJ,0.6503135881352904,0,1,77.51722161855209
ESTP,ISFJ,0.7143440655096112,0,8,95.0
INTJ,ENTJ,0.6722555143566915,0,5,95.0
ENFP,ISFP,0.6982699485366277,10,3,95.0
INFJ,ESFP,0.890865283664641,0,6,95.0
INFP,ISFP,0.5799525423371283,-5,6,87.76241010359796
ESTJ,INTP,0.68933467528148,0,10,95.0
ISFP,ENFJ,0.6495899520082797,-5,7,80.3335821624885
ISFJ,ISFP,0.7531360950341937,0,8,95.0
INFJ,ENTP,0.7568082215687462,-5,1,69.07548650057731
INTJ,INFJ,0.7984239638892408,5,9,95.0
ISTJ,INTJ,0.6215748911683359,-5,6,91.73199439485667
ENFP,ENTJ,0.5060701186427753,-5,5,49.08207328120775
